7.1848 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
168.3733 	EXP 	text: height = 0.05
168.3733 	EXP 	text: height = 0.05
168.3733 	EXP 	text: text = 'GBP 67 today or  GBP75 after 119 days'
168.3733 	EXP 	fixation: autoDraw = True
169.3725 	EXP 	fixation: autoDraw = False
169.3725 	EXP 	text: autoDraw = True
171.4411 	EXP 	New trial (rep=6, index=3): {'reward_today': 11, 'future_reward': 30, 'delay': 7}
171.4499 	DATA 	Keypress: l
171.4549 	EXP 	fixation: autoDraw = False
171.4549 	EXP 	text: autoDraw = False
171.4549 	EXP 	text: height = 0.05
171.4549 	EXP 	text: height = 0.05
171.4549 	EXP 	text: height = 0.05
171.4549 	EXP 	text: text = 'GBP 11 today or  GBP30 after 7 days'
171.4549 	EXP 	fixation: autoDraw = True
172.4545 	EXP 	fixation: autoDraw = False
172.4545 	EXP 	text: autoDraw = True
174.0917 	DATA 	Keypress: t
174.1065 	EXP 	New trial (rep=6, index=4): {'reward_today': 27, 'future_reward': 50, 'delay': 21}
174.1208 	EXP 	fixation: autoDraw = False
174.1208 	EXP 	text: autoDraw = False
174.1208 	EXP 	text: height = 0.05
174.1208 	EXP 	text: height = 0.05
174.1208 	EXP 	text: height = 0.05
174.1208 	EXP 	text: text = 'GBP 27 today or  GBP50 after 21 days'
174.1208 	EXP 	fixation: autoDraw = True
175.1206 	EXP 	fixation: autoDraw = False
175.1206 	EXP 	text: autoDraw = True
180.6543 	EXP 	New trial (rep=6, index=5): {'reward_today': 78, 'future_reward': 80, 'delay': 162}
180.6638 	DATA 	Keypress: t
180.6685 	EXP 	fixation: autoDraw = False
180.6685 	EXP 	text: autoDraw = False
180.6685 	EXP 	text: height = 0.05
180.6685 	EXP 	text: height = 0.05
180.6685 	EXP 	text: height = 0.05
180.6685 	EXP 	text: text = 'GBP 78 today or  GBP80 after 162 days'
180.6685 	EXP 	fixation: autoDraw = True
181.6684 	EXP 	fixation: autoDraw = False
181.6684 	EXP 	text: autoDraw = True
183.3539 	EXP 	New trial (rep=6, index=6): {'reward_today': 49, 'future_reward': 60, 'delay': 89}
183.3623 	DATA 	Keypress: l
183.3677 	EXP 	fixation: autoDraw = False
183.3677 	EXP 	text: autoDraw = False
183.3677 	EXP 	text: height = 0.05
183.3677 	EXP 	text: height = 0.05
183.3677 	EXP 	text: height = 0.05
183.3677 	EXP 	text: text = 'GBP 49 today or  GBP60 after 89 days'
183.3677 	EXP 	fixation: autoDraw = True
184.3675 	EXP 	fixation: autoDraw = False
184.3675 	EXP 	text: autoDraw = True
186.5872 	DATA 	Keypress: l
186.6025 	EXP 	New trial (rep=7, index=0): {'reward_today': 11, 'future_reward': 30, 'delay': 7}
186.6779 	EXP 	fixation: autoDraw = False
186.6779 	EXP 	text: autoDraw = False
186.6779 	EXP 	text: height = 0.05
186.6779 	EXP 	text: height = 0.05
186.6779 	EXP 	text: height = 0.05
186.6779 	EXP 	text: text = 'GBP 11 today or  GBP30 after 7 days'
186.6779 	EXP 	fixation: autoDraw = True
187.6163 	EXP 	text: autoDraw = True
187.6830 	EXP 	fixation: autoDraw = False
196.2659 	EXP 	New trial (rep=7, index=1): {'reward_today': 15, 'future_reward': 35, 'delay': 13}
196.2749 	DATA 	Keypress: t
196.2799 	EXP 	fixation: autoDraw = False
196.2799 	EXP 	text: autoDraw = False
196.2799 	EXP 	text: height = 0.05
196.2799 	EXP 	text: height = 0.05
196.2799 	EXP 	text: height = 0.05
196.2799 	EXP 	text: text = 'GBP 15 today or  GBP35 after 13 days'
196.2799 	EXP 	fixation: autoDraw = True
197.2796 	EXP 	fixation: autoDraw = False
197.2796 	EXP 	text: autoDraw = True
201.4462 	EXP 	New trial (rep=7, index=2): {'reward_today': 40, 'future_reward': 55, 'delay': 62}
201.4502 	DATA 	Keypress: t
201.4614 	EXP 	fixation: autoDraw = False
201.4614 	EXP 	text: autoDraw = False
201.4614 	EXP 	text: height = 0.05
201.4614 	EXP 	text: height = 0.05
201.4614 	EXP 	text: height = 0.05
201.4614 	EXP 	text: text = 'GBP 40 today or  GBP55 after 62 days'
201.4614 	EXP 	fixation: autoDraw = True
202.4613 	EXP 	fixation: autoDraw = False
202.4613 	EXP 	text: autoDraw = True
204.6795 	EXP 	New trial (rep=7, index=3): {'reward_today': 67, 'future_reward': 75, 'delay': 119}
204.6883 	DATA 	Keypress: l
204.6937 	EXP 	fixation: autoDraw = False
204.6937 	EXP 	text: autoDraw = False
204.6937 	EXP 	text: height = 0.05
204.6937 	EXP 	text: height = 0.05
204.6937 	EXP 	text: height = 0.05
204.6937 	EXP 	text: text = 'GBP 67 today or  GBP75 after 119 days'
204.6937 	EXP 	fixation: autoDraw = True
205.6936 	EXP 	fixation: autoDraw = False
205.6936 	EXP 	text: autoDraw = True
207.4624 	EXP 	New trial (rep=7, index=4): {'reward_today': 78, 'future_reward': 80, 'delay': 162}
207.4719 	DATA 	Keypress: l
207.4760 	EXP 	fixation: autoDraw = False
207.4760 	EXP 	text: autoDraw = False
207.4760 	EXP 	text: height = 0.05
207.4760 	EXP 	text: height = 0.05
207.4760 	EXP 	text: height = 0.05
207.4760 	EXP 	text: text = 'GBP 78 today or  GBP80 after 162 days'
207.4760 	EXP 	fixation: autoDraw = True
208.4758 	EXP 	fixation: autoDraw = False
208.4758 	EXP 	text: autoDraw = True
209.6625 	DATA 	Keypress: l
209.6779 	EXP 	New trial (rep=7, index=5): {'reward_today': 27, 'future_reward': 50, 'delay': 21}
209.6921 	EXP 	fixation: autoDraw = False
209.6921 	EXP 	text: autoDraw = False
209.6921 	EXP 	text: height = 0.05
209.6921 	EXP 	text: height = 0.05
209.6921 	EXP 	text: height = 0.05
209.6921 	EXP 	text: text = 'GBP 27 today or  GBP50 after 21 days'
209.6921 	EXP 	fixation: autoDraw = True
210.6918 	EXP 	fixation: autoDraw = False
210.6918 	EXP 	text: autoDraw = True
212.7100 	EXP 	New trial (rep=7, index=6): {'reward_today': 49, 'future_reward': 60, 'delay': 89}
212.7187 	DATA 	Keypress: t
212.7243 	EXP 	fixation: autoDraw = False
212.7243 	EXP 	text: autoDraw = False
212.7243 	EXP 	text: height = 0.05
212.7243 	EXP 	text: height = 0.05
212.7243 	EXP 	text: height = 0.05
212.7243 	EXP 	text: text = 'GBP 49 today or  GBP60 after 89 days'
212.7243 	EXP 	fixation: autoDraw = True
213.7241 	EXP 	fixation: autoDraw = False
213.7241 	EXP 	text: autoDraw = True
215.4442 	DATA 	Keypress: l
215.4589 	EXP 	New trial (rep=8, index=0): {'reward_today': 78, 'future_reward': 80, 'delay': 162}
215.4734 	EXP 	fixation: autoDraw = False
215.4734 	EXP 	text: autoDraw = False
215.4734 	EXP 	text: height = 0.05
215.4734 	EXP 	text: height = 0.05
215.4734 	EXP 	text: height = 0.05
215.4734 	EXP 	text: text = 'GBP 78 today or  GBP80 after 162 days'
215.4734 	EXP 	fixation: autoDraw = True
216.4731 	EXP 	fixation: autoDraw = False
216.4731 	EXP 	text: autoDraw = True
222.4903 	EXP 	New trial (rep=8, index=1): {'reward_today': 67, 'future_reward': 75, 'delay': 119}
222.4990 	DATA 	Keypress: l
222.5044 	EXP 	fixation: autoDraw = False
222.5044 	EXP 	text: autoDraw = False
222.5044 	EXP 	text: height = 0.05
222.5044 	EXP 	text: height = 0.05
222.5044 	EXP 	text: height = 0.05
222.5044 	EXP 	text: text = 'GBP 67 today or  GBP75 after 119 days'
222.5044 	EXP 	fixation: autoDraw = True
223.5041 	EXP 	fixation: autoDraw = False
223.5041 	EXP 	text: autoDraw = True
224.8891 	EXP 	New trial (rep=8, index=2): {'reward_today': 40, 'future_reward': 55, 'delay': 62}
224.8979 	DATA 	Keypress: l
224.9035 	EXP 	fixation: autoDraw = False
224.9035 	EXP 	text: autoDraw = False
224.9035 	EXP 	text: height = 0.05
224.9035 	EXP 	text: height = 0.05
224.9035 	EXP 	text: height = 0.05
224.9035 	EXP 	text: text = 'GBP 40 today or  GBP55 after 62 days'
224.9035 	EXP 	fixation: autoDraw = True
225.9033 	EXP 	fixation: autoDraw = False
225.9033 	EXP 	text: autoDraw = True
227.0883 	EXP 	New trial (rep=8, index=3): {'reward_today': 27, 'future_reward': 50, 'delay': 21}
227.0970 	DATA 	Keypress: l
227.1028 	EXP 	fixation: autoDraw = False
227.1028 	EXP 	text: autoDraw = False
227.1028 	EXP 	text: height = 0.05
227.1028 	EXP 	text: height = 0.05
227.1028 	EXP 	text: height = 0.05
227.1028 	EXP 	text: text = 'GBP 27 today or  GBP50 after 21 days'
227.1028 	EXP 	fixation: autoDraw = True
228.1025 	EXP 	fixation: autoDraw = False
228.1025 	EXP 	text: autoDraw = True
229.1380 	EXP 	New trial (rep=8, index=4): {'reward_today': 49, 'future_reward': 60, 'delay': 89}
229.1470 	DATA 	Keypress: l
229.1521 	EXP 	fixation: autoDraw = False
229.1521 	EXP 	text: autoDraw = False
229.1521 	EXP 	text: height = 0.05
229.1521 	EXP 	text: height = 0.05
229.1521 	EXP 	text: height = 0.05
229.1521 	EXP 	text: text = 'GBP 49 today or  GBP60 after 89 days'
229.1521 	EXP 	fixation: autoDraw = True
230.1519 	EXP 	fixation: autoDraw = False
230.1519 	EXP 	text: autoDraw = True
231.7708 	EXP 	New trial (rep=8, index=5): {'reward_today': 15, 'future_reward': 35, 'delay': 13}
231.7814 	DATA 	Keypress: l
231.7845 	EXP 	fixation: autoDraw = False
231.7845 	EXP 	text: autoDraw = False
231.7845 	EXP 	text: height = 0.05
231.7845 	EXP 	text: height = 0.05
231.7845 	EXP 	text: height = 0.05
231.7845 	EXP 	text: text = 'GBP 15 today or  GBP35 after 13 days'
231.7845 	EXP 	fixation: autoDraw = True
232.7844 	EXP 	fixation: autoDraw = False
232.7844 	EXP 	text: autoDraw = True
234.7695 	EXP 	New trial (rep=8, index=6): {'reward_today': 11, 'future_reward': 30, 'delay': 7}
234.7776 	DATA 	Keypress: t
234.7835 	EXP 	fixation: autoDraw = False
234.7835 	EXP 	text: autoDraw = False
234.7835 	EXP 	text: height = 0.05
234.7835 	EXP 	text: height = 0.05
234.7835 	EXP 	text: height = 0.05
234.7835 	EXP 	text: text = 'GBP 11 today or  GBP30 after 7 days'
234.7835 	EXP 	fixation: autoDraw = True
235.7833 	EXP 	fixation: autoDraw = False
235.7833 	EXP 	text: autoDraw = True
238.8529 	DATA 	Keypress: l
238.8679 	EXP 	New trial (rep=9, index=0): {'reward_today': 15, 'future_reward': 35, 'delay': 13}
238.8822 	EXP 	fixation: autoDraw = False
238.8822 	EXP 	text: autoDraw = False
238.8822 	EXP 	text: height = 0.05
238.8822 	EXP 	text: height = 0.05
238.8822 	EXP 	text: height = 0.05
238.8822 	EXP 	text: text = 'GBP 15 today or  GBP35 after 13 days'
238.8822 	EXP 	fixation: autoDraw = True
239.8819 	EXP 	fixation: autoDraw = False
239.8819 	EXP 	text: autoDraw = True
241.8500 	EXP 	New trial (rep=9, index=1): {'reward_today': 67, 'future_reward': 75, 'delay': 119}
241.8592 	DATA 	Keypress: t
241.8643 	EXP 	fixation: autoDraw = False
241.8643 	EXP 	text: autoDraw = False
241.8643 	EXP 	text: height = 0.05
241.8643 	EXP 	text: height = 0.05
241.8643 	EXP 	text: height = 0.05
241.8643 	EXP 	text: text = 'GBP 67 today or  GBP75 after 119 days'
241.8643 	EXP 	fixation: autoDraw = True
242.8642 	EXP 	fixation: autoDraw = False
242.8642 	EXP 	text: autoDraw = True
244.0162 	EXP 	New trial (rep=9, index=2): {'reward_today': 78, 'future_reward': 80, 'delay': 162}
244.0239 	DATA 	Keypress: l
244.0303 	EXP 	fixation: autoDraw = False
244.0303 	EXP 	text: autoDraw = False
244.0303 	EXP 	text: height = 0.05
244.0303 	EXP 	text: height = 0.05
244.0303 	EXP 	text: height = 0.05
244.0303 	EXP 	text: text = 'GBP 78 today or  GBP80 after 162 days'
244.0303 	EXP 	fixation: autoDraw = True
245.0302 	EXP 	fixation: autoDraw = False
245.0302 	EXP 	text: autoDraw = True
248.3813 	EXP 	New trial (rep=9, index=3): {'reward_today': 40, 'future_reward': 55, 'delay': 62}
248.3900 	DATA 	Keypress: l
248.3955 	EXP 	fixation: autoDraw = False
248.3955 	EXP 	text: autoDraw = False
248.3955 	EXP 	text: height = 0.05
248.3955 	EXP 	text: height = 0.05
248.3955 	EXP 	text: height = 0.05
248.3955 	EXP 	text: text = 'GBP 40 today or  GBP55 after 62 days'
248.3955 	EXP 	fixation: autoDraw = True
249.3953 	EXP 	fixation: autoDraw = False
249.3953 	EXP 	text: autoDraw = True
249.4495 	DATA 	Keypress: r
249.4656 	DATA 	Keypress: space
256.6452 	EXP 	New trial (rep=9, index=4): {'reward_today': 27, 'future_reward': 50, 'delay': 21}
256.6534 	DATA 	Keypress: l
256.6593 	EXP 	fixation: autoDraw = False
256.6593 	EXP 	text: autoDraw = False
256.6593 	EXP 	text: height = 0.05
256.6593 	EXP 	text: height = 0.05
256.6593 	EXP 	text: height = 0.05
256.6593 	EXP 	text: text = 'GBP 27 today or  GBP50 after 21 days'
256.6593 	EXP 	fixation: autoDraw = True
257.6589 	EXP 	fixation: autoDraw = False
257.6589 	EXP 	text: autoDraw = True
258.7608 	EXP 	New trial (rep=9, index=5): {'reward_today': 49, 'future_reward': 60, 'delay': 89}
258.7695 	DATA 	Keypress: t
258.7754 	EXP 	fixation: autoDraw = False
258.7754 	EXP 	text: autoDraw = False
258.7754 	EXP 	text: height = 0.05
258.7754 	EXP 	text: height = 0.05
258.7754 	EXP 	text: height = 0.05
258.7754 	EXP 	text: text = 'GBP 49 today or  GBP60 after 89 days'
258.7754 	EXP 	fixation: autoDraw = True
259.7752 	EXP 	fixation: autoDraw = False
259.7752 	EXP 	text: autoDraw = True
260.8110 	EXP 	New trial (rep=9, index=6): {'reward_today': 11, 'future_reward': 30, 'delay': 7}
260.8200 	DATA 	Keypress: l
260.8246 	EXP 	fixation: autoDraw = False
260.8246 	EXP 	text: autoDraw = False
260.8246 	EXP 	text: height = 0.05
260.8246 	EXP 	text: height = 0.05
260.8246 	EXP 	text: height = 0.05
260.8246 	EXP 	text: text = 'GBP 11 today or  GBP30 after 7 days'
260.8246 	EXP 	fixation: autoDraw = True
261.8245 	EXP 	fixation: autoDraw = False
261.8245 	EXP 	text: autoDraw = True
263.1097 	EXP 	New trial (rep=10, index=0): {'reward_today': 40, 'future_reward': 55, 'delay': 62}
263.1185 	DATA 	Keypress: t
263.1238 	EXP 	fixation: autoDraw = False
263.1238 	EXP 	text: autoDraw = False
263.1238 	EXP 	text: height = 0.05
263.1238 	EXP 	text: height = 0.05
263.1238 	EXP 	text: height = 0.05
263.1238 	EXP 	text: text = 'GBP 40 today or  GBP55 after 62 days'
263.1238 	EXP 	fixation: autoDraw = True
264.1236 	EXP 	fixation: autoDraw = False
264.1236 	EXP 	text: autoDraw = True
266.1585 	EXP 	New trial (rep=10, index=1): {'reward_today': 49, 'future_reward': 60, 'delay': 89}
266.1669 	DATA 	Keypress: l
266.1728 	EXP 	fixation: autoDraw = False
266.1728 	EXP 	text: autoDraw = False
266.1728 	EXP 	text: height = 0.05
266.1728 	EXP 	text: height = 0.05
266.1728 	EXP 	text: height = 0.05
266.1728 	EXP 	text: text = 'GBP 49 today or  GBP60 after 89 days'
266.1728 	EXP 	fixation: autoDraw = True
267.1726 	EXP 	fixation: autoDraw = False
267.1726 	EXP 	text: autoDraw = True
270.9258 	DATA 	Keypress: l
270.9400 	EXP 	New trial (rep=10, index=2): {'reward_today': 11, 'future_reward': 30, 'delay': 7}
270.9545 	EXP 	fixation: autoDraw = False
270.9545 	EXP 	text: autoDraw = False
270.9545 	EXP 	text: height = 0.05
270.9545 	EXP 	text: height = 0.05
270.9545 	EXP 	text: height = 0.05
270.9545 	EXP 	text: text = 'GBP 11 today or  GBP30 after 7 days'
270.9545 	EXP 	fixation: autoDraw = True
271.9542 	EXP 	fixation: autoDraw = False
271.9542 	EXP 	text: autoDraw = True
275.7053 	EXP 	New trial (rep=10, index=3): {'reward_today': 27, 'future_reward': 50, 'delay': 21}
275.7135 	DATA 	Keypress: t
275.7195 	EXP 	fixation: autoDraw = False
275.7195 	EXP 	text: autoDraw = False
275.7195 	EXP 	text: height = 0.05
275.7195 	EXP 	text: height = 0.05
275.7195 	EXP 	text: height = 0.05
275.7195 	EXP 	text: text = 'GBP 27 today or  GBP50 after 21 days'
275.7195 	EXP 	fixation: autoDraw = True
276.7193 	EXP 	fixation: autoDraw = False
276.7193 	EXP 	text: autoDraw = True
278.0046 	EXP 	New trial (rep=10, index=4): {'reward_today': 67, 'future_reward': 75, 'delay': 119}
278.0131 	DATA 	Keypress: t
278.0188 	EXP 	fixation: autoDraw = False
278.0188 	EXP 	text: autoDraw = False
278.0188 	EXP 	text: height = 0.05
278.0188 	EXP 	text: height = 0.05
278.0188 	EXP 	text: height = 0.05
278.0188 	EXP 	text: text = 'GBP 67 today or  GBP75 after 119 days'
278.0188 	EXP 	fixation: autoDraw = True
279.0185 	EXP 	fixation: autoDraw = False
279.0185 	EXP 	text: autoDraw = True
280.1377 	EXP 	New trial (rep=10, index=5): {'reward_today': 78, 'future_reward': 80, 'delay': 162}
280.1468 	DATA 	Keypress: l
280.1512 	EXP 	fixation: autoDraw = False
280.1512 	EXP 	text: autoDraw = False
280.1512 	EXP 	text: height = 0.05
280.1512 	EXP 	text: height = 0.05
280.1512 	EXP 	text: height = 0.05
280.1512 	EXP 	text: text = 'GBP 78 today or  GBP80 after 162 days'
280.1512 	EXP 	fixation: autoDraw = True
281.1511 	EXP 	fixation: autoDraw = False
281.1511 	EXP 	text: autoDraw = True
282.0544 	DATA 	Keypress: l
282.0696 	EXP 	New trial (rep=10, index=6): {'reward_today': 15, 'future_reward': 35, 'delay': 13}
282.0841 	EXP 	fixation: autoDraw = False
282.0841 	EXP 	text: autoDraw = False
282.0841 	EXP 	text: height = 0.05
282.0841 	EXP 	text: height = 0.05
282.0841 	EXP 	text: height = 0.05
282.0841 	EXP 	text: text = 'GBP 15 today or  GBP35 after 13 days'
282.0841 	EXP 	fixation: autoDraw = True
283.0838 	EXP 	fixation: autoDraw = False
283.0838 	EXP 	text: autoDraw = True
283.8708 	DATA 	Keypress: t
283.8853 	EXP 	New trial (rep=11, index=0): {'reward_today': 11, 'future_reward': 30, 'delay': 7}
283.9001 	EXP 	fixation: autoDraw = False
283.9001 	EXP 	text: autoDraw = False
283.9001 	EXP 	text: height = 0.05
283.9001 	EXP 	text: height = 0.05
283.9001 	EXP 	text: height = 0.05
283.9001 	EXP 	text: text = 'GBP 11 today or  GBP30 after 7 days'
283.9001 	EXP 	fixation: autoDraw = True
284.8998 	EXP 	fixation: autoDraw = False
284.8998 	EXP 	text: autoDraw = True
285.9683 	EXP 	New trial (rep=11, index=1): {'reward_today': 15, 'future_reward': 35, 'delay': 13}
285.9771 	DATA 	Keypress: t
285.9827 	EXP 	fixation: autoDraw = False
285.9827 	EXP 	text: autoDraw = False
285.9827 	EXP 	text: height = 0.05
285.9827 	EXP 	text: height = 0.05
285.9827 	EXP 	text: height = 0.05
285.9827 	EXP 	text: text = 'GBP 15 today or  GBP35 after 13 days'
285.9827 	EXP 	fixation: autoDraw = True
286.9825 	EXP 	fixation: autoDraw = False
286.9825 	EXP 	text: autoDraw = True
288.3678 	EXP 	New trial (rep=11, index=2): {'reward_today': 40, 'future_reward': 55, 'delay': 62}
288.3766 	DATA 	Keypress: t
288.3820 	EXP 	fixation: autoDraw = False
288.3820 	EXP 	text: autoDraw = False
288.3820 	EXP 	text: height = 0.05
288.3820 	EXP 	text: height = 0.05
288.3820 	EXP 	text: height = 0.05
288.3820 	EXP 	text: text = 'GBP 40 today or  GBP55 after 62 days'
288.3820 	EXP 	fixation: autoDraw = True
289.3816 	EXP 	fixation: autoDraw = False
289.3816 	EXP 	text: autoDraw = True
295.4319 	EXP 	New trial (rep=11, index=3): {'reward_today': 67, 'future_reward': 75, 'delay': 119}
295.4406 	DATA 	Keypress: l
295.4460 	EXP 	fixation: autoDraw = False
295.4460 	EXP 	text: autoDraw = False
295.4460 	EXP 	text: height = 0.05
295.4460 	EXP 	text: height = 0.05
295.4460 	EXP 	text: height = 0.05
295.4460 	EXP 	text: text = 'GBP 67 today or  GBP75 after 119 days'
295.4460 	EXP 	fixation: autoDraw = True
296.4459 	EXP 	fixation: autoDraw = False
296.4459 	EXP 	text: autoDraw = True
298.8154 	DATA 	Keypress: l
298.8310 	EXP 	New trial (rep=11, index=4): {'reward_today': 78, 'future_reward': 80, 'delay': 162}
298.8450 	EXP 	fixation: autoDraw = False
298.8450 	EXP 	text: autoDraw = False
298.8450 	EXP 	text: height = 0.05
298.8450 	EXP 	text: height = 0.05
298.8450 	EXP 	text: height = 0.05
298.8450 	EXP 	text: text = 'GBP 78 today or  GBP80 after 162 days'
298.8450 	EXP 	fixation: autoDraw = True
299.8448 	EXP 	fixation: autoDraw = False
299.8448 	EXP 	text: autoDraw = True
301.1806 	EXP 	New trial (rep=11, index=5): {'reward_today': 27, 'future_reward': 50, 'delay': 21}
301.1894 	DATA 	Keypress: l
301.1941 	EXP 	fixation: autoDraw = False
301.1941 	EXP 	text: autoDraw = False
301.1941 	EXP 	text: height = 0.05
301.1941 	EXP 	text: height = 0.05
301.1941 	EXP 	text: height = 0.05
301.1941 	EXP 	text: text = 'GBP 27 today or  GBP50 after 21 days'
301.1941 	EXP 	fixation: autoDraw = True
302.1939 	EXP 	fixation: autoDraw = False
302.1939 	EXP 	text: autoDraw = True
303.3459 	EXP 	New trial (rep=11, index=6): {'reward_today': 49, 'future_reward': 60, 'delay': 89}
303.3576 	DATA 	Keypress: t
303.3601 	EXP 	fixation: autoDraw = False
303.3601 	EXP 	text: autoDraw = False
303.3601 	EXP 	text: height = 0.05
303.3601 	EXP 	text: height = 0.05
303.3601 	EXP 	text: height = 0.05
303.3601 	EXP 	text: text = 'GBP 49 today or  GBP60 after 89 days'
303.3601 	EXP 	fixation: autoDraw = True
304.3599 	EXP 	fixation: autoDraw = False
304.3599 	EXP 	text: autoDraw = True
305.6636 	DATA 	Keypress: l
305.6779 	EXP 	New trial (rep=12, index=0): {'reward_today': 40, 'future_reward': 55, 'delay': 62}
305.6926 	EXP 	fixation: autoDraw = False
305.6926 	EXP 	text: autoDraw = False
305.6926 	EXP 	text: height = 0.05
305.6926 	EXP 	text: height = 0.05
305.6926 	EXP 	text: height = 0.05
305.6926 	EXP 	text: text = 'GBP 40 today or  GBP55 after 62 days'
305.6926 	EXP 	fixation: autoDraw = True
306.6923 	EXP 	fixation: autoDraw = False
306.6923 	EXP 	text: autoDraw = True
310.2284 	DATA 	Keypress: l
310.2434 	EXP 	New trial (rep=12, index=1): {'reward_today': 49, 'future_reward': 60, 'delay': 89}
310.2580 	EXP 	fixation: autoDraw = False
310.2580 	EXP 	text: autoDraw = False
310.2580 	EXP 	text: height = 0.05
310.2580 	EXP 	text: height = 0.05
310.2580 	EXP 	text: height = 0.05
310.2580 	EXP 	text: text = 'GBP 49 today or  GBP60 after 89 days'
310.2580 	EXP 	fixation: autoDraw = True
311.2576 	EXP 	fixation: autoDraw = False
311.2576 	EXP 	text: autoDraw = True
318.0756 	DATA 	Keypress: l
318.0911 	EXP 	New trial (rep=12, index=2): {'reward_today': 67, 'future_reward': 75, 'delay': 119}
318.1051 	EXP 	fixation: autoDraw = False
318.1051 	EXP 	text: autoDraw = False
318.1051 	EXP 	text: height = 0.05
318.1051 	EXP 	text: height = 0.05
318.1051 	EXP 	text: height = 0.05
318.1051 	EXP 	text: text = 'GBP 67 today or  GBP75 after 119 days'
318.1051 	EXP 	fixation: autoDraw = True
319.1049 	EXP 	fixation: autoDraw = False
319.1049 	EXP 	text: autoDraw = True
321.0734 	EXP 	New trial (rep=12, index=3): {'reward_today': 15, 'future_reward': 35, 'delay': 13}
321.0820 	DATA 	Keypress: l
321.0874 	EXP 	fixation: autoDraw = False
321.0874 	EXP 	text: autoDraw = False
321.0874 	EXP 	text: height = 0.05
321.0874 	EXP 	text: height = 0.05
321.0874 	EXP 	text: height = 0.05
321.0874 	EXP 	text: text = 'GBP 15 today or  GBP35 after 13 days'
321.0874 	EXP 	fixation: autoDraw = True
322.0875 	EXP 	fixation: autoDraw = False
322.0875 	EXP 	text: autoDraw = True
326.2880 	EXP 	New trial (rep=12, index=4): {'reward_today': 27, 'future_reward': 50, 'delay': 21}
326.2973 	DATA 	Keypress: t
326.3023 	EXP 	fixation: autoDraw = False
326.3023 	EXP 	text: autoDraw = False
326.3023 	EXP 	text: height = 0.05
326.3023 	EXP 	text: height = 0.05
326.3023 	EXP 	text: height = 0.05
326.3023 	EXP 	text: text = 'GBP 27 today or  GBP50 after 21 days'
326.3023 	EXP 	fixation: autoDraw = True
327.3022 	EXP 	fixation: autoDraw = False
327.3022 	EXP 	text: autoDraw = True
329.2052 	DATA 	Keypress: t
329.2201 	EXP 	New trial (rep=12, index=5): {'reward_today': 11, 'future_reward': 30, 'delay': 7}
329.2347 	EXP 	fixation: autoDraw = False
329.2347 	EXP 	text: autoDraw = False
329.2347 	EXP 	text: height = 0.05
329.2347 	EXP 	text: height = 0.05
329.2347 	EXP 	text: height = 0.05
329.2347 	EXP 	text: text = 'GBP 11 today or  GBP30 after 7 days'
329.2347 	EXP 	fixation: autoDraw = True
330.2342 	EXP 	fixation: autoDraw = False
330.2342 	EXP 	text: autoDraw = True
337.8519 	DATA 	Keypress: l
337.8663 	EXP 	New trial (rep=12, index=6): {'reward_today': 78, 'future_reward': 80, 'delay': 162}
337.8815 	EXP 	fixation: autoDraw = False
337.8815 	EXP 	text: autoDraw = False
337.8815 	EXP 	text: height = 0.05
337.8815 	EXP 	text: height = 0.05
337.8815 	EXP 	text: height = 0.05
337.8815 	EXP 	text: text = 'GBP 78 today or  GBP80 after 162 days'
337.8815 	EXP 	fixation: autoDraw = True
338.8814 	EXP 	fixation: autoDraw = False
338.8814 	EXP 	text: autoDraw = True
340.0686 	DATA 	Keypress: l
340.0835 	EXP 	New trial (rep=13, index=0): {'reward_today': 40, 'future_reward': 55, 'delay': 62}
340.0977 	EXP 	fixation: autoDraw = False
340.0977 	EXP 	text: autoDraw = False
340.0977 	EXP 	text: height = 0.05
340.0977 	EXP 	text: height = 0.05
340.0977 	EXP 	text: height = 0.05
340.0977 	EXP 	text: text = 'GBP 40 today or  GBP55 after 62 days'
340.0977 	EXP 	fixation: autoDraw = True
341.0975 	EXP 	fixation: autoDraw = False
341.0975 	EXP 	text: autoDraw = True
342.2353 	EXP 	New trial (rep=13, index=1): {'reward_today': 11, 'future_reward': 30, 'delay': 7}
342.2442 	DATA 	Keypress: l
342.2472 	EXP 	fixation: autoDraw = False
342.2472 	EXP 	text: autoDraw = False
342.2472 	EXP 	text: height = 0.05
342.2472 	EXP 	text: height = 0.05
342.2472 	EXP 	text: height = 0.05
342.2472 	EXP 	text: text = 'GBP 11 today or  GBP30 after 7 days'
342.2472 	EXP 	fixation: autoDraw = True
343.2467 	EXP 	fixation: autoDraw = False
343.2467 	EXP 	text: autoDraw = True
344.8326 	EXP 	New trial (rep=13, index=2): {'reward_today': 15, 'future_reward': 35, 'delay': 13}
344.8409 	DATA 	Keypress: t
344.8460 	EXP 	fixation: autoDraw = False
344.8460 	EXP 	text: autoDraw = False
344.8460 	EXP 	text: height = 0.05
344.8460 	EXP 	text: height = 0.05
344.8460 	EXP 	text: height = 0.05
344.8460 	EXP 	text: text = 'GBP 15 today or  GBP35 after 13 days'
344.8460 	EXP 	fixation: autoDraw = True
345.8458 	EXP 	fixation: autoDraw = False
345.8458 	EXP 	text: autoDraw = True
